,name,genre,episodes,rating,members,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
1668,JoJo no Kimyou na Bouken,"Adventure, Drama, Fantasy, Horror, Shounen, Supernatural, Vampire",6,7.47,24523,0,0,0,1,0,0
1669,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, School, Shounen, Sports",1,7.47,8011,0,0,0,0,1,0
1670,Legend of Basara,"Adventure, Drama, Romance, Shoujo",13,7.47,6033,0,0,0,0,0,1
1671,Legendz: Yomigaeru Ryuuou Densetsu,"Action, Adventure, Comedy, Fantasy",50,7.47,1370,0,0,0,0,0,1
1672,Lupin III: Walther P-38,"Action, Adventure, Comedy, Mystery, Shounen",1,7.47,3134,0,0,0,0,1,0
1673,Macross F Music Clip Shuu: Nyankuri,Music,1,7.47,3010,0,1,0,0,0,0
1674,Mazinkaiser,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",7,7.47,4681,0,0,0,1,0,0
1675,Mei to Koneko Bus,"Adventure, Fantasy",1,7.47,7714,0,0,0,0,1,0
1676,Minami-ke Omatase,"Comedy, Slice of Life",1,7.47,15050,0,0,0,1,0,0
1677,Mobile Suit Gundam 0083: Stardust Memory,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",13,7.47,20238,0,0,0,1,0,0
1678,Mushibugyou,"Action, Fantasy, Historical, Martial Arts, Samurai, Shounen, Super Power",26,7.47,40155,0,0,0,0,0,1
1679,Nerima Daikon Brothers,"Comedy, Music",12,7.47,5374,0,0,0,0,0,1
1680,Ookami Shoujo to Kuro Ouji,"Comedy, Romance, School, Shoujo",12,7.47,145439,0,0,0,0,0,1
1681,Precure All Stars Movie New Stage 3: Eien no Tomodachi,"Kids, Magic, Shoujo",1,7.47,1570,1,0,0,0,0,0
1682,"Prince of Tennis: The Two Samurai, The First Game","Action, Shounen, Sports",1,7.47,14249,1,0,0,0,0,0
1683,Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,"Adventure, Drama, Fantasy, Shoujo",1,7.47,1313,0,0,0,1,0,0
1684,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",13,7.47,78952,0,0,0,0,0,1
1685,Sketchbook: Full Color&#039;s,"Comedy, Slice of Life",13,7.47,17360,0,0,0,0,0,1
1686,Slam Dunk (Movie),"Comedy, Drama, School, Shounen, Slice of Life, Sports",1,7.47,8750,1,0,0,0,0,0
1687,Slayers Special,"Adventure, Comedy, Fantasy, Magic, Shounen, Supernatural",3,7.47,12820,0,0,0,1,0,0
1688,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"Action, Adventure, Drama, Sci-Fi, Seinen, Space",13,7.47,3499,0,0,0,1,0,0
1689,Tales of the Abyss,"Adventure, Drama, Fantasy",26,7.47,74901,0,0,0,0,0,1
1690,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi",1,7.47,24618,0,0,0,0,1,0
1691,Tonari no Seki-kun OVA,"Comedy, School, Seinen",1,7.47,20774,0,0,0,1,0,0
1692,Toshokan Sensou: Koi no Shougai,"Action, Comedy, Drama, Military, Romance",1,7.47,6581,0,0,0,0,1,0
1693,Wagamama☆Fairy Mirumo de Pon!,"Adventure, Comedy, Drama, Fantasy, Kids, Magic, Romance, School, Shoujo",172,7.47,8713,0,0,0,0,0,1
1694,Yozakura Quartet: Hoshi no Umi,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",3,7.47,22065,0,0,0,1,0,0
1695,Zegapain,"Action, Mecha, Romance, Sci-Fi",26,7.47,20644,0,0,0,0,0,1
1696,Zettai Karen Children,"Action, Comedy, Shounen, Supernatural",51,7.47,25876,0,0,0,0,0,1
1697,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,"Romance, School",1,7.47,35058,1,0,0,0,0,0
1698,Afro Samurai: Resurrection,"Action, Adventure, Samurai",1,7.46,51064,1,0,0,0,0,0
1699,Cardcaptor Sakura: Leave It to Kero-chan,Comedy,1,7.46,20410,1,0,0,0,0,0
1700,Chiisana Pengin: Lolo no Bouken,"Adventure, Drama, Fantasy, Kids, Slice of Life",3,7.46,1459,0,0,0,1,0,0
1701,Dogs: Bullets &amp; Carnage,"Action, Seinen",4,7.46,44826,0,0,0,1,0,0
1702,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure, Comedy, Fantasy, Kids, Shounen",1,7.46,1272,1,0,0,0,0,0
1703,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",1,7.46,1204,1,0,0,0,0,0
1704,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi",1,7.46,48041,0,0,0,1,0,0
1705,Fukigen na Mononokean,"Comedy, Supernatural",13,7.46,44786,0,0,0,0,0,1
1706,Grappler Baki: Saidai Tournament-hen,"Action, Martial Arts, Shounen, Sports",24,7.46,13584,0,0,0,0,0,1
1707,Handa-kun,"Comedy, Shounen, Slice of Life",12,7.46,69621,0,0,0,0,0,1
1708,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",12,7.46,201735,0,0,0,0,0,1
1709,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",12,7.46,535892,0,0,0,0,0,1
1710,Higurashi no Naku Koro ni Kai Specials,"Comedy, Parody",24,7.46,28216,0,0,0,0,1,0
1711,Kurau Phantom Memory,"Action, Drama, Sci-Fi, Space, Super Power",24,7.46,17463,0,0,0,0,0,1
1712,Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,"Action, Adventure, Ecchi, Fantasy, Magic, School, Shounen",1,7.46,5091,0,0,0,1,0,0
1713,Meitantei Holmes,"Adventure, Comedy, Mystery",26,7.46,3985,0,0,0,0,0,1
1714,Miracle Giants Doumu-kun,Sports,49,7.46,680,0,0,0,0,0,1
1715,Mobile Police Patlabor,"Comedy, Mecha, Police, Sci-Fi",7,7.46,8516,0,0,0,1,0,0
1716,Mobile Suit Gundam Seed Special Edition,"Action, Mecha, Military, Sci-Fi, Space",3,7.46,7118,0,0,0,0,1,0
1717,Nekojiru-sou,"Comedy, Dementia, Psychological",1,7.46,34568,0,0,0,1,0,0
1718,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen",1,7.46,33028,1,0,0,0,0,0
1719,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",1,7.46,78876,1,0,0,0,0,0
1720,Prince of Tennis: Pairpuri,"Comedy, Drama, Shounen, Sports",8,7.46,3315,0,0,0,0,1,0
1721,Rec,"Comedy, Drama, Romance",9,7.46,68951,0,0,0,0,0,1
1722,Rurouni Kenshin Recap,"Action, Adventure, Comedy, Historical, Romance, Samurai",1,7.46,4527,0,0,0,0,1,0
1723,Sabagebu!,"Action, Comedy, Military, Shoujo",12,7.46,67306,0,0,0,0,0,1
1724,"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Action, Music, Sci-Fi",13,7.46,25750,0,0,0,0,0,1
1725,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"Action, Music, Sci-Fi",13,7.46,17466,0,0,0,0,0,1
1726,Shakugan no Shana Movie,"Action, Fantasy, Supernatural",1,7.46,43962,1,0,0,0,0,0
1727,Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,"Fantasy, Kids, Magic, Shoujo",1,7.46,2123,1,0,0,0,0,0
1728,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi",1,7.46,8266,1,0,0,0,0,0
1729,Speed Grapher,"Action, Mystery, Super Power",24,7.46,64627,0,0,0,0,0,1
1730,"Suisei no Gargantia: Meguru Kouro, Haruka","Action, Adventure, Mecha, Sci-Fi",2,7.46,20151,0,0,0,1,0,0
1731,Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"Comedy, Harem, Music, Romance, School, Shoujo",1,7.46,13903,0,0,0,0,1,0
1732,Yawara! Special: Zutto Kimi no Koto ga... .,"Action, Comedy, Drama, Martial Arts, Slice of Life, Sports",1,7.46,855,0,0,0,0,1,0
1733,Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",3,7.45,12872,0,0,0,1,0,0
1734,Aa! Megami-sama! (TV),"Comedy, Magic, Romance, Seinen, Supernatural",24,7.45,96694,0,0,0,0,0,1
1735,Amanchu!,"Comedy, School, Shounen, Slice of Life",12,7.45,40481,0,0,0,0,0,1
1736,Bamboo Blade,"Comedy, School, Seinen, Sports",26,7.45,61649,0,0,0,0,0,1
1737,Bishoujo Senshi Sailor Moon SuperS Special,"Magic, Romance, Shoujo",3,7.45,12317,0,0,0,0,1,0
1738,Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama,4,7.45,3174,0,0,0,0,1,0
1739,Captain Tsubasa: Road to 2002,"Action, Shounen, Sports",52,7.45,19746,0,0,0,0,0,1
1740,Cuticle Tantei Inaba,"Action, Comedy, Mystery, Shounen, Supernatural",12,7.45,50019,0,0,0,0,0,1
1741,Fresh Precure!,"Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life",50,7.45,7004,0,0,0,0,0,1
1742,Fullmetal Alchemist: Premium Collection,"Comedy, Fantasy, Shounen",3,7.45,44313,0,0,0,1,0,0
1743,Fushigiboshi no☆Futagohime,"Comedy, Magic, Shoujo",51,7.45,5074,0,0,0,0,0,1
1744,Ginga Kikoutai Majestic Prince,"Action, Mecha, School, Sci-Fi, Seinen, Space",24,7.45,35196,0,0,0,0,0,1
1745,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",51,7.45,56353,0,0,0,0,0,1
1746,Hakuouki Reimeiroku Tokuten Disc,"Action, Josei, Supernatural",2,7.46,2178,0,0,0,1,0,0
1747,Hanamaru Youchien,"Comedy, Seinen, Slice of Life",12,7.45,40243,0,0,0,0,0,1
1748,Hatsukoi Limited,"Comedy, Romance, School, Shounen",12,7.45,54796,0,0,0,0,0,1
1749,"High School DxD New: Oppai, Tsutsumimasu!","Comedy, Demons, Ecchi, Romance, School",1,7.45,41436,0,0,0,1,0,0
1750,High School! Kimengumi,"Comedy, Parody, Romance, School, Shounen",86,7.45,1316,0,0,0,0,0,1
1751,Hikaru no Go: New Year Special,"Comedy, Game, Shounen, Supernatural",1,7.45,7418,0,0,0,0,1,0
1752,Hokuto no Ken: Toki-den,"Action, Martial Arts",1,7.45,3662,0,0,0,1,0,0
1753,Inazuma Eleven Go: Chrono Stone,"Shounen, Sports, Super Power",51,7.45,11939,0,0,0,0,0,1
1754,Keroro Gunsou Movie 1,"Comedy, Kids, Sci-Fi, Shounen",1,7.45,3606,1,0,0,0,0,0
1755,Mahoraba: Heartful days,"Comedy, Drama, Romance, Shounen",26,7.45,16764,0,0,0,0,0,1
1756,Midori no Hibi,"Comedy, Drama, Ecchi, Romance, Shounen",13,7.45,87938,0,0,0,0,0,1
1757,Natsu no Arashi! Akinaichuu,"Comedy, Romance, Supernatural",13,7.45,12088,0,0,0,0,0,1
1758,Ookami Shoujo to Kuro Ouji OVA,"Comedy, Romance, School, Shoujo",1,7.45,19592,0,0,0,1,0,0
1759,Papa no Iukoto wo Kikinasai! OVA,"Comedy, Romance, Slice of Life",2,7.45,19904,0,0,0,1,0,0
1760,Potemayo Specials,"Comedy, School, Seinen",6,7.45,2975,0,0,0,0,1,0
1761,s.CRY.ed,"Action, Adventure, Drama, Sci-Fi, Super Power",26,7.45,52784,0,0,0,0,0,1
1762,Saber Marionette J,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",25,7.45,17561,0,0,0,0,0,1
1763,Saint Seiya: Soushuuhen,"Adventure, Fantasy, Sci-Fi, Shounen",1,7.45,4031,0,0,0,0,1,0
1764,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,"Adventure, Drama, Sci-Fi, Space",1,7.45,4199,1,0,0,0,0,0
1765,Shikabane Hime: Kuro,"Action, Horror",12,7.45,46709,0,0,0,0,0,1
1766,Shin Taketori Monogatari: 1000-nen Joou,"Drama, Mystery, Sci-Fi",42,7.45,1805,0,0,0,0,0,1
1767,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",43,7.45,1501,0,0,0,0,0,1
1768,Shuangsheng Lingtan,"Mystery, Psychological",20,7.45,1227,0,0,1,0,0,0
1769,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",1,7.45,40812,1,0,0,0,0,0
1770,Steins;Gate: Soumei Eichi no Cognitive Computing,Comedy,4,7.45,34426,0,0,1,0,0,0
1771,Strawberry Panic,"Drama, Romance, School, Shoujo Ai",26,7.45,72790,0,0,0,0,0,1
1772,Tiger Mask Nisei,"Action, Drama, Sports",33,7.45,2225,0,0,0,0,0,1
1773,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",1,7.45,2210,1,0,0,0,0,0
1774,Yowamushi Pedal: Spare Bike,"Comedy, Drama, Shounen, Sports",1,7.45,4009,1,0,0,0,0,0
1775,Yuyushiki,"Comedy, School, Seinen, Slice of Life",12,7.45,50351,0,0,0,0,0,1
1776,Zoids Shinseiki/Zero,"Adventure, Comedy, Mecha, Sci-Fi, Shounen, Sports",26,7.45,16381,0,0,0,0,0,1
1777,Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural",16,7.44,9834,0,0,0,0,1,0
1778,Bishoujo Senshi Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo",5,7.44,7981,0,0,0,1,0,0
1779,Black Bullet,"Action, Mystery, Sci-Fi, Seinen",13,7.44,320267,0,0,0,0,0,1
1780,Brigadoon: Marin to Melan,"Adventure, Comedy, Drama, Mecha, Sci-Fi",26,7.44,5636,0,0,0,0,0,1
1781,C: The Money of Soul and Possibility Control,"Action, Mystery, Super Power, Thriller",11,7.44,156853,0,0,0,0,0,1
1782,Doraemon: Obaachan no Omoide,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",1,7.44,835,1,0,0,0,0,0
1783,El Hazard: The Magnificent World,"Adventure, Comedy, Fantasy, Romance",7,7.44,10130,0,0,0,1,0,0
1784,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",26,7.44,63193,0,0,0,0,0,1
1785,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,"Action, Fantasy, Magic, Shounen, Supernatural",1,7.44,26382,0,0,0,0,1,0
1786,Galaxy Angel 3,"Comedy, Sci-Fi",26,7.44,6244,0,0,0,0,0,1
1787,Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,"Action, Comedy, Harem, Parody, Romance",1,7.44,26587,0,0,0,1,0,0
1788,Love Hina Christmas Special: Silent Eve,"Comedy, Romance, Slice of Life",1,7.44,45137,0,0,0,0,1,0
1789,Maoyuu Maou Yuusha,"Adventure, Demons, Fantasy, Historical, Romance",12,7.44,164445,0,0,0,0,0,1
1790,Minami-ke Natsuyasumi,"Comedy, Slice of Life",1,7.44,9580,0,0,0,1,0,0
1791,Nabari no Ou,"Action, Comedy, Drama, Fantasy, Shounen, Supernatural",26,7.44,107384,0,0,0,0,0,1
1792,Needless,"Action, Comedy, Ecchi, Sci-Fi, Super Power",24,7.44,86942,0,0,0,0,0,1
1793,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1,7.44,35357,1,0,0,0,0,0
1794,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen",1,7.44,31909,1,0,0,0,0,0
1795,One Piece: Umi no Heso no Daibouken-hen,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1,7.44,19649,0,0,0,0,1,0
1796,Rekka no Honoo,"Action, Adventure, Martial Arts, Shounen, Super Power",42,7.44,35258,0,0,0,0,0,1
1797,Rozen Maiden (2013),"Action, Comedy, Drama, Magic, Seinen",13,7.44,46117,0,0,0,0,0,1
1798,Soukou Kihei Votoms: Pailsen Files,"Mecha, Military, Sci-Fi, Space",12,7.44,2861,0,0,0,1,0,0
1799,Soukyuu no Fafner: Dead Aggressor - Exodus,"Action, Drama, Mecha, Military, Sci-Fi",13,7.44,11882,0,0,0,0,0,1
1800,Strike the Blood,"Action, Ecchi, Fantasy, Harem, School, Shounen, Supernatural, Vampire",24,7.44,231387,0,0,0,0,0,1
1801,Strike the Blood: Valkyria no Oukoku-hen,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",2,7.44,29176,0,0,0,1,0,0
1802,Tales of Zestiria the X: Saiyaku no Jidai,"Action, Fantasy",1,7.44,26647,0,0,0,0,1,0
1803,Tari Tari,"Music, School, Slice of Life",13,7.44,80960,0,0,0,0,0,1
1804,Tegamibachi Gakuen,Comedy,25,7.44,6649,0,0,0,0,1,0
1805,Trinity Blood,"Action, Supernatural, Vampire",24,7.44,113791,0,0,0,0,0,1
1806,Air Gear Special,"Shounen, Sports",1,7.43,33597,0,0,0,0,1,0
1807,Ao no Exorcist: Kuro no Iede,"Action, Demons, Fantasy, Shounen, Supernatural",1,7.43,59755,0,0,0,0,1,0
1808,Break Blade,"Action, Fantasy, Mecha, Military, Shounen",12,7.43,46601,0,0,0,0,0,1
1809,Damekko Doubutsu,Comedy,26,7.43,8024,0,0,0,0,0,1
1810,Detective Conan OVA 02: 16 Suspects,"Adventure, Comedy, Mystery, Police, Shounen",1,7.43,8548,0,0,0,1,0,0
1811,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",1,7.43,1189,1,0,0,0,0,0
1812,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,"Adventure, Comedy, Fantasy, Kids",1,7.43,1034,1,0,0,0,0,0
1813,ef: A Tale of Melodies. - Prologue,Music,1,7.43,13745,0,0,0,0,1,0
1814,Ganbarist! Shun,"Comedy, Shounen, Sports",30,7.43,1700,0,0,0,0,0,1
1815,Ginga Tetsudou no Yoru,"Drama, Fantasy, Historical, Kids, Mystery",1,7.43,7755,1,0,0,0,0,0
1816,Haiyore! Nyaruko-san W,"Comedy, Parody, Sci-Fi",12,7.43,84442,0,0,0,0,0,1
1817,Himouto! Umaru-chan: Umaru-chan Mou Ikkai!,"Comedy, School, Seinen, Slice of Life",1,7.43,21413,0,0,0,1,0,0
1818,Hori-san to Miyamura-kun,"Comedy, Romance, School, Shounen",3,7.43,26535,0,0,0,1,0,0
1819,Hyouka: Motsubeki Mono wa,Slice of Life,1,7.43,68823,0,0,0,1,0,0
1820,Kakumeiki Valvrave 2nd Season,"Action, Mecha, Space",12,7.43,57434,0,0,0,0,0,1
1821,Kannagi,"Comedy, School, Shounen, Supernatural",13,7.43,94202,0,0,0,0,0,1
1822,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",1,7.43,9335,0,0,0,1,0,0
1823,Kiba,"Adventure, Fantasy, Shounen",51,7.43,47651,0,0,0,0,0,1
1824,Koi ni Naritai Aquarium,Music,1,7.43,1683,0,1,0,0,0,0
1825,Mobile Suit Gundam I,"Action, Adventure, Drama, Mecha, Military, Sci-Fi, Space",1,7.43,12877,1,0,0,0,0,0
1826,Nagasarete Airantou,"Comedy, Ecchi, Fantasy, Harem, Romance",26,7.43,52817,0,0,0,0,0,1
1827,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",1,7.43,108170,1,0,0,0,0,0
1828,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",1,7.43,97818,1,0,0,0,0,0
1829,One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1,7.43,17175,0,0,0,0,1,0
1830,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",13,7.43,194791,0,0,0,0,0,1
1831,Oseam,"Adventure, Drama",1,7.43,3648,1,0,0,0,0,0
1832,Ou Dorobou Jing in Seventh Heaven,"Adventure, Comedy, Fantasy, Psychological, Shounen",3,7.43,8561,0,0,0,1,0,0
1833,Peace Maker Kurogane,"Action, Comedy, Historical, Samurai, Shounen",24,7.43,35123,0,0,0,0,0,1
1834,Pokemon,"Action, Adventure, Comedy, Fantasy, Kids",276,7.43,229157,0,0,0,0,0,1
1835,Robot Carnival,"Fantasy, Sci-Fi",1,7.43,7213,0,0,0,1,0,0
1836,Robotics;Notes,"Drama, Mystery, School, Sci-Fi",22,7.43,107304,0,0,0,0,0,1
1837,Rurouni Kenshin: Special Techniques,"Action, Comedy, Samurai",1,7.43,6677,0,0,0,0,1,0
1838,Shounen Maid,"Comedy, Shoujo, Slice of Life",12,7.43,30363,0,0,0,0,0,1
1839,Slayers Excellent,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen, Supernatural",3,7.43,13842,0,0,0,1,0,0
1840,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",12,7.43,51114,0,0,0,0,0,1
1841,"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode","Comedy, Drama, Slice of Life",1,7.44,5533,0,0,0,0,1,0
1842,Tekken Chinmi,"Action, Adventure, Historical, Martial Arts, Shounen",20,7.43,1833,0,0,0,0,0,1
1843,Tenkuu Senki Shurato,"Action, Fantasy, Magic, Shounen",38,7.43,4914,0,0,0,0,0,1
1844,Tobe! Isami,"Action, Adventure, Comedy, Romance, Shounen",50,7.43,854,0,0,0,0,0,1
1845,Trinity Seven,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural",12,7.43,208796,0,0,0,0,0,1
1846,Unico,"Adventure, Fantasy, Kids",1,7.43,2063,1,0,0,0,0,0
1847,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",24,7.43,55040,0,0,0,0,0,1
1848,Ansatsu Kyoushitsu (TV): Deai no Jikan,"Action, Comedy, School, Shounen",1,7.42,29382,0,0,0,0,1,0
1849,Biohazard: Damnation,"Action, Horror, Sci-Fi",1,7.42,10737,1,0,0,0,0,0
1850,Black Jack: Futari no Kuroi Isha,Drama,1,7.42,2634,1,0,0,0,0,0
1851,Cheonnyeon-yeowoo Yeowoobi,"Drama, Fantasy, Sci-Fi",1,7.42,9045,1,0,0,0,0,0
1852,Detroit Metal City: Birth of the Metal Devil,"Comedy, Music, Parody, Romance",1,7.42,16101,0,0,0,0,1,0
1853,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen",24,7.42,12505,0,0,0,0,0,1
1854,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",38,7.42,1625,0,0,0,0,0,1
1855,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",1,7.42,1581,1,0,0,0,0,0
1856,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure, Comedy",1,7.42,1817,1,0,0,0,0,0
1857,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy, Kids",1,7.42,754,1,0,0,0,0,0
1858,Hanayamata,"Comedy, School, Seinen, Slice of Life",12,7.42,55536,0,0,0,0,0,1
1859,Heisei Tanuki Gassen Ponpoko,Kids,1,7.42,34263,1,0,0,0,0,0
1860,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,"Music, School",1,7.42,8349,1,0,0,0,0,0
1861,Himitsu: The Revelation,"Mystery, Police, Psychological, Sci-Fi, Shoujo",26,7.42,11761,0,0,0,0,0,1
1862,Ikoku Meiro no Croisée Special,"Historical, Seinen, Slice of Life",1,7.42,5950,0,0,0,0,1,0
1863,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Comedy, Music, Shounen, Supernatural",1,7.42,57797,0,0,0,1,0,0
1864,Kimi ni Todoke 2nd Season Specials,"Comedy, Romance, Shoujo",3,7.42,23498,0,0,0,0,1,0
1865,Kindaichi Shounen no Jikenbo Returns,"Mystery, Shounen",25,7.42,8128,0,0,0,0,0,1
1866,Kuroko no Basket: Oshaberi Shiyokka,"Comedy, School, Shounen, Sports",1,7.42,23937,0,0,0,0,1,0
1867,Matantei Loki Ragnarok,"Comedy, Magic, Mystery, Shounen, Supernatural",26,7.42,25098,0,0,0,0,0,1
1868,MÄR,"Action, Adventure, Comedy, Fantasy, Shounen",102,7.42,28968,0,0,0,0,0,1
1869,Mobile Suit Gundam Seed Destiny Special Edition,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",4,7.42,7799,0,0,0,0,1,0
1870,Onegai☆Teacher: Himitsu na Futari,"Comedy, Ecchi, Romance, Sci-Fi",1,7.42,32134,0,0,0,1,0,0
1871,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","Comedy, Romance, School",1,7.42,35583,0,0,0,1,0,0
1872,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action, Game, Mystery, Shounen",25,7.42,29878,0,0,0,0,0,1
1873,Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,"Action, Game, Mystery, Shounen",25,7.42,20424,0,0,0,0,0,1
1874,Saint Seiya: Shinku no Shounen Densetsu,"Adventure, Fantasy, Sci-Fi, Shounen",1,7.42,8849,1,0,0,0,0,0
1875,Saint Seiya: Tenkai-hen Josou - Overture,"Adventure, Sci-Fi, Shounen",1,7.42,11705,1,0,0,0,0,0
1876,Seikai no Monshou Special,"Action, Military, Romance, Sci-Fi, Space",1,7.42,2439,0,0,0,0,1,0
1877,Slayers Gorgeous,"Adventure, Comedy, Fantasy, Magic, Supernatural",1,7.42,12755,1,0,0,0,0,0
1878,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",1,7.42,12909,1,0,0,0,0,0
1879,Taiho Shichau zo The Movie,"Action, Comedy, Drama, Police, Shounen",1,7.42,4029,1,0,0,0,0,0
1880,Taishou Yakyuu Musume.,"Comedy, Historical, School, Seinen, Sports",12,7.42,12248,0,0,0,0,0,1
1881,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action, Drama, Fantasy, Horror, Martial Arts, Mystery, School",12,7.42,21972,0,0,0,0,0,1
1882,Yes! Precure 5 Movie: Kagami no Kuni no Miracle Daibouken!,"Fantasy, Music, Romance, Shoujo",1,7.42,2319,1,0,0,0,0,0
1883,Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,"Comedy, Ecchi, Fantasy, Harem, Magic",1,7.42,51816,0,0,0,0,1,0
1884,07-Ghost,"Action, Demons, Fantasy, Magic, Military, Shoujo",25,7.41,126083,0,0,0,0,0,1
1885,Aa! Megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",5,7.41,34590,0,0,0,1,0,0
1886,Afro Samurai,"Action, Adventure, Samurai",5,7.41,135708,0,0,0,0,0,1
1887,Allison to Lillia,"Action, Adventure, Shounen",26,7.41,27571,0,0,0,0,0,1
1888,Aoyama Goushou Tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen",7,7.41,2177,0,0,0,0,1,0
1889,Chibi Maruko-chan Movie,"Comedy, School, Shoujo",1,7.41,980,1,0,0,0,0,0
1890,Denpa Onna to Seishun Otoko Special,"Comedy, Sci-Fi, Seinen",1,7.41,34723,0,0,0,0,1,0
